"lon","lat","T-at-40km(Moho)","T-at-50km","T-at-100km","T-at-150km","T-at-200km","depth-to-550oC","depth-to-900oC","depth-to-1300oC"
115,-35,531,588,874,1159,1300,43,104,174
115,-30,532,590,877,1164,1300,43,103,173
115,-25,532,590,877,1164,1299,43,103,173
115,-20,536,594,885,1175,1300,42,102,171
115,-5,764,861,1299,1299,1299,28,53,94
115,0,764,861,1300,1300,1300,28,53,94
115,5,764,861,1299,1299,1299,28,53,94
115,20,708,795,1226,1299,1299,31,62,107
115,25,699,785,1214,1300,1300,31,63,109
115,30,646,722,1104,1299,1299,34,73,125
115,35,605,675,1022,1300,1300,36,82,140
115,40,605,675,1022,1300,1300,36,82,140
115,45,700,786,1217,1300,1300,31,63,109
115,50,700,786,1217,1299,1299,31,63,109
115,55,460,507,740,973,1206,59,134,219
115,60,474,523,766,1010,1253,55,127,209
115,65,339,370,525,680,835,107,220,349
115,70,559,621,929,1238,1299,39,95,159
115,75,577,642,967,1200,1300,39,93,156
120,-90,649,726,1110,1299,1299,33,72,124
120,-85,699,785,1214,1300,1300,31,63,109
120,-80,532,590,877,1164,1299,43,103,173
120,-75,764,861,1299,1299,1300,28,53,94
120,-70,764,861,1299,1299,1299,28,53,94
120,-65,677,758,1184,1299,1299,32,66,115
120,-35,559,621,929,1237,1300,37,94,158
120,-30,448,492,717,941,1165,62,140,230
120,-25,532,590,877,1164,1300,43,103,173
120,-20,458,504,736,968,1199,59,135,221
120,-15,644,720,1102,1258,1300,35,77,131
120,-5,764,861,1300,1300,1300,28,53,94
120,0,764,861,1300,1300,1300,28,53,94
120,5,764,861,1299,1299,1299,28,53,94
120,10,764,861,1300,1300,1300,28,53,94
120,15,764,861,1300,1300,1300,28,53,94
120,20,752,848,1285,1300,1300,29,55,97
120,25,695,780,1208,1299,1299,31,63,110
120,30,646,722,1104,1300,1300,34,73,125
120,35,604,673,1019,1299,1299,36,82,140
120,40,681,763,1176,1300,1300,32,66,115
120,45,700,786,1217,1299,1299,31,63,109
120,50,700,786,1217,1299,1299,31,63,109
120,55,549,609,909,1209,1300,40,98,164
120,60,536,594,884,1174,1300,42,102,171
120,65,633,707,1077,1300,1300,34,76,129
120,70,536,594,884,1174,1299,42,102,171
120,75,543,602,897,1193,1300,41,100,168
125,-90,649,726,1111,1299,1299,33,72,124
125,-85,699,785,1214,1299,1299,31,63,109
125,-80,532,590,877,1164,1300,43,103,173
125,-75,764,861,1299,1299,1299,28,53,94
125,-70,699,785,1214,1299,1299,31,63,110
125,-65,699,785,1214,1300,1300,31,63,109
125,-35,561,623,933,1243,1300,38,93,157
125,-30,601,670,1014,1299,1299,36,83,141
125,-25,708,796,1233,1300,1299,31,61,107
125,-20,708,796,1233,1299,1299,31,61,107
125,-15,605,675,1022,1300,1300,36,82,140
125,-5,764,861,1300,1300,1300,28,53,94
125,0,764,861,1300,1300,1300,28,53,94
125,5,764,861,1300,1300,1300,28,53,94
125,10,764,861,1300,1300,1300,28,53,94
125,15,764,861,1299,1299,1299,28,53,94
125,35,641,716,1094,1300,1300,34,74,127
125,40,664,743,1141,1300,1300,33,69,119
125,45,646,722,1104,1299,1299,34,73,125
125,50,672,753,1157,1300,1300,32,68,117
125,55,549,609,909,1209,1299,40,98,164
125,60,536,594,884,1174,1300,42,102,171
125,65,633,707,1077,1299,1299,34,76,129
125,70,525,581,863,1144,1300,44,106,177
125,75,555,617,920,1193,1299,41,98,164
130,-90,651,728,1114,1299,1299,33,72,124
130,-85,699,785,1214,1299,1299,31,63,109
130,-80,532,590,877,1164,1300,43,103,173
130,-75,764,861,1299,1299,1300,28,53,94
130,-70,532,590,877,1164,1300,43,103,173
130,-65,708,795,1232,1300,1300,30,61,106
130,-35,570,633,950,1268,1299,38,91,154
130,-30,570,633,950,1268,1299,38,91,154
130,-25,582,647,975,1300,1300,37,88,149
130,-20,504,557,822,1087,1299,48,114,189
130,-15,548,607,907,1206,1299,40,98,165
130,-10,586,653,973,1154,1300,42,95,160
130,-5,538,596,892,1246,1300,40,98,165
130,0,665,746,1122,1276,1300,33,73,125
130,30,764,861,1300,1300,1300,28,53,94
130,35,707,794,1210,1299,1299,31,62,109
130,40,645,722,1096,1299,1300,34,74,127
130,45,605,675,1022,1299,1299,36,82,139
130,50,764,861,1300,1300,1300,28,53,94
130,55,549,609,909,1209,1300,40,98,165
130,60,559,621,929,1238,1300,39,95,160
130,65,845,959,1299,1300,1300,26,44,80
130,70,605,675,1022,1299,1299,36,82,139
130,75,646,723,1092,1283,1300,34,75,129
135,-90,649,726,1111,1299,1299,33,72,124
135,-85,699,785,1214,1299,1299,31,63,109
135,-80,764,861,1300,1299,1299,28,53,94
135,-75,532,590,877,1164,1300,43,103,173
135,-70,532,590,877,1164,1299,43,103,173
135,-65,694,779,1205,1296,1300,31,64,111
135,-35,616,687,1023,1274,1300,36,83,141
135,-30,601,670,1014,1299,1299,36,83,141
135,-25,559,621,929,1238,1299,39,95,159
135,-20,619,690,1049,1300,1300,35,79,135
135,-15,548,607,907,1206,1299,40,98,165
135,-10,527,583,867,1150,1300,44,106,177
135,-5,543,602,901,1247,1300,40,97,164
135,0,796,900,1300,1300,1300,27,47,84
135,30,764,861,1299,1299,1299,28,53,94
135,35,764,861,1300,1300,1300,28,53,94
135,40,764,861,1299,1299,1299,28,53,94
135,45,764,861,1300,1300,1300,28,53,94
135,50,764,861,1299,1299,1299,28,53,94
135,55,764,861,1300,1300,1299,28,53,94
135,60,633,707,1077,1299,1299,34,76,130
135,65,764,861,1299,1299,1299,28,53,94
135,70,605,675,1022,1299,1299,36,82,140
135,75,724,814,1248,1299,1299,30,59,104
140,-90,651,728,1114,1300,1300,33,72,124
140,-85,699,785,1214,1299,1299,31,63,109
140,-80,764,861,1300,1299,1299,28,53,94
140,-75,532,590,877,1164,1299,43,103,173
140,-70,532,590,877,1164,1299,43,103,173
140,-65,775,874,1300,1300,1300,26,44,81
140,-40,747,842,1300,1300,1300,29,56,98
140,-35,740,833,1299,1299,1299,29,57,99
140,-30,664,743,1141,1300,1300,33,69,120
140,-25,605,675,1022,1299,1299,36,82,139
140,-20,605,675,1022,1300,1300,36,82,139
140,-15,569,632,949,1247,1299,38,92,155
140,-10,563,625,938,1255,1299,38,93,157
140,-5,764,861,1299,1299,1299,28,53,94
140,0,764,861,1300,1299,1299,28,53,94
140,35,764,861,1300,1300,1300,28,53,94
140,40,764,861,1299,1299,1299,28,53,94
140,45,764,861,1299,1300,1300,28,53,94
140,50,764,861,1300,1300,1300,28,53,94
140,55,764,861,1300,1300,1300,28,53,94
140,60,764,861,1299,1299,1300,28,53,94
140,65,764,861,1300,1300,1300,28,53,94
140,70,764,861,1299,1299,1299,28,53,94
140,75,700,786,1217,1300,1300,31,63,109
145,-90,652,729,1117,1300,1300,33,71,123
145,-85,699,785,1214,1299,1299,31,63,109
145,-80,699,785,1214,1299,1299,31,63,109
145,-75,764,861,1300,1300,1300,28,53,94
145,-70,699,785,1214,1299,1299,31,63,109
145,-65,699,785,1214,1300,1300,31,63,110
145,-45,815,923,1300,1300,1300,26,47,85
145,-40,768,867,1283,1299,1299,28,53,94
145,-35,879,999,1299,1299,1299,25,41,75
145,-30,879,999,1299,1299,1299,25,41,75
145,-25,708,796,1233,1299,1299,31,61,107
145,-20,699,785,1214,1299,1299,31,63,109
145,-15,633,707,1077,1300,1300,34,76,129
145,-10,713,801,1215,1300,1300,31,62,107
145,-5,764,861,1299,1300,1300,28,53,94
145,40,764,861,1299,1300,1300,28,53,94
145,45,764,861,1299,1299,1300,28,53,94
145,50,764,861,1300,1300,1300,28,53,94
145,55,764,861,1300,1300,1300,28,53,94
145,60,764,861,1299,1300,1300,28,53,94
145,65,540,598,891,1185,1299,41,101,169
145,70,764,861,1300,1299,1299,28,53,94
145,75,764,861,1300,1300,1300,28,53,94
150,-90,649,726,1110,1300,1300,33,72,124
150,-85,699,785,1214,1299,1299,31,63,109
150,-80,764,861,1300,1300,1300,28,53,94
150,-75,699,785,1214,1299,1299,31,63,109
150,-70,699,785,1214,1299,1299,31,63,109
150,-40,766,865,1272,1300,1300,28,54,95
150,-35,788,890,1300,1300,1300,27,50,89
150,-30,633,707,1077,1300,1299,34,76,130
150,-25,633,707,1077,1299,1299,34,76,129
150,-20,646,722,1105,1300,1300,34,73,126
150,-10,764,861,1300,1300,1300,28,53,94
150,-5,764,861,1300,1300,1300,28,53,94
150,60,764,861,1299,1299,1299,28,53,94
150,65,540,598,891,1185,1299,41,101,169
150,70,764,861,1300,1300,1300,28,53,94
150,75,764,861,1300,1300,1300,28,53,94
155,-90,649,726,1110,1300,1299,33,72,124
155,-85,764,861,1299,1299,1299,28,53,94
155,-80,764,861,1300,1300,1300,28,53,94
155,-75,699,785,1214,1299,1299,31,63,110
155,-70,699,785,1214,1299,1299,31,63,109
155,-30,633,707,1077,1299,1299,34,76,129
155,-25,633,707,1077,1300,1300,34,76,130
155,50,764,861,1300,1300,1300,28,53,94
155,55,764,861,1300,1300,1300,28,53,94
155,60,764,861,1299,1299,1299,28,53,94
155,65,488,539,792,1046,1299,52,121,200
155,70,764,861,1300,1300,1300,28,53,94
160,-90,649,726,1110,1300,1300,33,72,124
160,-85,764,861,1299,1299,1299,28,53,94
160,-80,764,861,1300,1300,1300,28,53,94
160,-75,699,785,1214,1299,1299,31,63,109
160,-70,699,785,1214,1299,1299,31,63,109
160,50,764,861,1300,1300,1300,28,53,94
160,55,764,861,1299,1299,1299,28,53,94
160,60,667,748,1122,1210,1299,36,77,131
160,65,540,598,891,1185,1299,41,101,169
160,70,764,861,1300,1299,1299,28,53,94
165,-90,649,726,1111,1299,1299,33,72,124
165,-85,764,861,1299,1299,1299,28,53,94
165,-80,764,861,1299,1299,1299,28,53,94
165,-75,667,747,1146,1299,1299,32,69,119
165,-70,713,802,1244,1299,1299,30,60,105
165,55,764,861,1300,1300,1300,28,53,94
165,60,764,861,1299,1299,1299,28,53,94
165,65,540,598,891,1185,1299,41,101,169
165,70,767,866,1300,1300,1300,28,53,93
170,-90,652,729,1117,1299,1299,33,71,123
170,-85,764,861,1299,1299,1299,28,53,94
170,-80,764,861,1299,1299,1299,28,53,94
170,-75,699,785,1194,1300,1300,31,64,111
170,-70,664,744,1142,1300,1300,33,69,120
170,-45,764,861,1299,1299,1299,28,53,94
170,-40,764,861,1300,1300,1300,28,53,94
170,60,764,861,1299,1299,1299,28,53,94
170,65,764,861,1300,1300,1300,28,53,94
170,70,764,861,1299,1299,1299,28,53,94
175,-90,687,770,1188,1300,1300,32,65,113
175,-85,764,861,1299,1299,1299,28,53,94
175,-80,764,861,1300,1300,1300,28,53,94
175,-45,764,861,1300,1300,1300,28,53,94
175,-40,764,861,1299,1299,1299,28,53,94
175,-35,764,861,1299,1299,1299,28,53,94
175,60,764,861,1300,1300,1300,28,53,94
175,65,764,861,1299,1299,1299,28,53,94
175,70,764,861,1299,1299,1299,28,53,94
180,-90,690,774,1196,1300,1300,31,64,112
180,-85,744,838,1273,1300,1299,29,56,99
180,-80,764,861,1299,1299,1299,28,53,94
180,-40,764,861,1299,1299,1299,28,53,94
180,65,764,861,1299,1299,1299,28,53,94
180,70,764,861,1300,1300,1300,28,53,94
